airline_id,airline_name,airline_created_date,promotion_id,promotion_name,promotion_comments,reward_id,reward_name,reward_comments,redemption_id,redemption_date,passenger_id,miles_used
78,Oceanic Air 78,1980-05-03,492,Black Friday Fly 2026,Valid for flights over 3942 miles,726,Priority Boarding Coupon,Expiry: 79 days after redemption,20329,2026-01-17,5962,16557
60,Horizon Airways 60,1984-08-20,471,Holiday Special 2026,Valid for flights over 1726 miles,755,Extra Baggage Coupon,Expiry: 69 days after redemption,20330,2026-02-19,8939,4044
9,AeroSwift 9,1970-05-09,485,Summer Miles 2026,Valid for flights over 3643 miles,728,Lounge Access Coupon,Expiry: 62 days after redemption,20331,2026-01-10,6453,10948
14,Oceanic Air 14,1971-02-01,466,Summer Miles 2026,Valid for flights over 3976 miles,735,Double Points Coupon,Expiry: 46 days after redemption,20332,2026-02-13,6099,6035
42,Horizon Airways 42,1987-03-11,482,First Class Access 2026,Valid for flights over 4221 miles,703,Free Meal Coupon,Expiry: 36 days after redemption,20333,2026-01-25,8900,7654
50,Horizon Airways 50,2011-05-26,469,Summer Miles 2026,Valid for flights over 2081 miles,749,Extra Baggage Coupon,Expiry: 53 days after redemption,20334,2026-01-30,7243,14980
87,Horizon Airways 87,1998-02-24,476,Holiday Special 2026,Valid for flights over 1909 miles,739,Priority Boarding Coupon,Expiry: 57 days after redemption,20335,2026-01-12,6762,9324
31,Horizon Airways 31,2000-07-31,471,Holiday Special 2026,Valid for flights over 1726 miles,727,Free Meal Coupon,Expiry: 47 days after redemption,20336,2026-01-11,9034,20049
94,Horizon Airways 94,1983-12-02,455,Holiday Special 2026,Valid for flights over 959 miles,704,Extra Baggage Coupon,Expiry: 35 days after redemption,20337,2026-02-08,7628,10447
10,AeroSwift 10,1984-07-11,496,Black Friday Fly 2026,Valid for flights over 4842 miles,716,Lounge Access Coupon,Expiry: 83 days after redemption,20338,2026-01-14,6946,2789
82,Oceanic Air 82,1987-08-30,428,Business Class Upgrade 2026,Valid for flights over 4293 miles,777,Lounge Access Coupon,Expiry: 44 days after redemption,20339,2026-01-17,5562,4783
57,Oceanic Air 57,1986-12-05,485,Summer Miles 2026,Valid for flights over 3643 miles,799,Double Points Coupon,Expiry: 84 days after redemption,20340,2026-02-04,6446,8875
17,Global Jet 17,2016-06-22,433,Holiday Special 2026,Valid for flights over 4949 miles,730,Lounge Access Coupon,Expiry: 89 days after redemption,20341,2026-02-09,7979,19144
5,Global Jet 5,1987-06-05,485,Summer Miles 2026,Valid for flights over 3643 miles,799,Double Points Coupon,Expiry: 84 days after redemption,20342,2026-01-07,7271,4508
21,Global Jet 21,1987-04-05,447,Holiday Special 2026,Valid for flights over 4433 miles,761,Double Points Coupon,Expiry: 64 days after redemption,20343,2026-01-13,6823,15994
75,Oceanic Air 75,2005-06-30,420,First Class Access 2026,Valid for flights over 3191 miles,783,Lounge Access Coupon,Expiry: 52 days after redemption,20344,2026-01-20,6188,20594
57,Oceanic Air 57,1986-12-05,485,Summer Miles 2026,Valid for flights over 3643 miles,799,Double Points Coupon,Expiry: 84 days after redemption,20345,2026-01-21,7339,9816
52,Global Jet 52,2016-05-12,408,First Class Access 2026,Valid for flights over 558 miles,759,Extra Baggage Coupon,Expiry: 88 days after redemption,20346,2026-01-16,8515,14111
18,Global Jet 18,2011-11-25,489,Summer Miles 2026,Valid for flights over 3180 miles,757,Double Points Coupon,Expiry: 51 days after redemption,20347,2026-01-22,6244,16979
46,SkyBound 46,1993-11-20,487,Black Friday Fly 2026,Valid for flights over 4790 miles,780,Lounge Access Coupon,Expiry: 56 days after redemption,20348,2026-02-10,8864,24098
69,Oceanic Air 69,1992-04-13,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,712,Extra Baggage Coupon,Expiry: 66 days after redemption,20349,2026-02-06,5762,9418
56,Global Jet 56,1980-04-16,448,First Class Access 2026,Valid for flights over 995 miles,748,Double Points Coupon,Expiry: 83 days after redemption,20350,2026-02-17,6786,10112
99,Global Jet 99,2001-05-11,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,796,Extra Baggage Coupon,Expiry: 61 days after redemption,20351,2026-01-20,9076,9269
36,Global Jet 36,1996-04-19,477,First Class Access 2026,Valid for flights over 4678 miles,767,Double Points Coupon,Expiry: 82 days after redemption,20352,2026-01-09,7130,20431
11,Global Jet 11,1993-07-11,471,Holiday Special 2026,Valid for flights over 1726 miles,755,Extra Baggage Coupon,Expiry: 69 days after redemption,20353,2026-01-30,8536,17777
44,Global Jet 44,1991-05-25,422,Summer Miles 2026,Valid for flights over 4211 miles,791,Lounge Access Coupon,Expiry: 31 days after redemption,20354,2026-01-13,7695,4126
60,Horizon Airways 60,1984-08-20,466,Summer Miles 2026,Valid for flights over 3976 miles,715,Lounge Access Coupon,Expiry: 47 days after redemption,20355,2026-01-06,6840,22805
19,Horizon Airways 19,2008-08-15,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,775,Extra Baggage Coupon,Expiry: 57 days after redemption,20356,2026-01-29,6770,14566
80,Global Jet 80,1981-07-11,431,Holiday Special 2026,Valid for flights over 4118 miles,736,Free Meal Coupon,Expiry: 78 days after redemption,20357,2026-02-03,8637,22220
87,Horizon Airways 87,1998-02-24,431,Holiday Special 2026,Valid for flights over 4118 miles,736,Free Meal Coupon,Expiry: 78 days after redemption,20358,2026-02-22,9541,23177
100,SkyBound 100,2011-02-14,492,Black Friday Fly 2026,Valid for flights over 3942 miles,751,Extra Baggage Coupon,Expiry: 56 days after redemption,20359,2026-02-12,7863,12347
90,Global Jet 90,2013-12-21,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,737,Extra Baggage Coupon,Expiry: 70 days after redemption,20360,2026-02-04,7002,21397
12,Global Jet 12,2014-02-22,460,Business Class Upgrade 2026,Valid for flights over 1567 miles,766,Priority Boarding Coupon,Expiry: 43 days after redemption,20361,2026-01-11,7502,20362
60,Horizon Airways 60,1984-08-20,419,Business Class Upgrade 2026,Valid for flights over 2580 miles,792,Lounge Access Coupon,Expiry: 86 days after redemption,20362,2026-01-02,9605,24637
22,Oceanic Air 22,1993-11-07,410,Holiday Special 2026,Valid for flights over 1502 miles,719,Extra Baggage Coupon,Expiry: 34 days after redemption,20363,2026-02-19,9796,21836
82,Oceanic Air 82,1987-08-30,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,737,Extra Baggage Coupon,Expiry: 70 days after redemption,20364,2026-02-01,9603,24085
45,AeroSwift 45,2012-04-05,435,Summer Miles 2026,Valid for flights over 3849 miles,771,Priority Boarding Coupon,Expiry: 84 days after redemption,20365,2026-01-17,5126,12041
17,Global Jet 17,2016-06-22,404,Black Friday Fly 2026,Valid for flights over 921 miles,747,Priority Boarding Coupon,Expiry: 71 days after redemption,20366,2026-01-19,8336,8523
59,SkyBound 59,1999-09-22,451,Business Class Upgrade 2026,Valid for flights over 4818 miles,776,Double Points Coupon,Expiry: 76 days after redemption,20367,2026-01-16,6629,2236
70,SkyBound 70,1970-09-14,411,Black Friday Fly 2026,Valid for flights over 1386 miles,769,Priority Boarding Coupon,Expiry: 65 days after redemption,20368,2026-01-25,6212,18096
4,SkyBound 4,1983-04-06,475,Business Class Upgrade 2026,Valid for flights over 3026 miles,708,Double Points Coupon,Expiry: 85 days after redemption,20369,2026-02-06,7224,13359
17,Global Jet 17,2016-06-22,431,Holiday Special 2026,Valid for flights over 4118 miles,754,Free Meal Coupon,Expiry: 51 days after redemption,20370,2026-02-06,5478,8777
59,SkyBound 59,1999-09-22,473,Summer Miles 2026,Valid for flights over 2092 miles,788,Lounge Access Coupon,Expiry: 52 days after redemption,20371,2026-01-17,9867,15924
55,Horizon Airways 55,1970-06-13,498,Holiday Special 2026,Valid for flights over 1676 miles,720,Free Meal Coupon,Expiry: 64 days after redemption,20372,2026-02-08,7431,2082
80,Global Jet 80,1981-07-11,420,First Class Access 2026,Valid for flights over 3191 miles,783,Lounge Access Coupon,Expiry: 52 days after redemption,20373,2026-02-10,7965,20054
38,Oceanic Air 38,2017-05-27,431,Holiday Special 2026,Valid for flights over 4118 miles,736,Free Meal Coupon,Expiry: 78 days after redemption,20374,2026-02-18,9783,19760
49,Oceanic Air 49,2001-08-21,482,First Class Access 2026,Valid for flights over 4221 miles,724,Double Points Coupon,Expiry: 59 days after redemption,20375,2026-03-01,6161,16434
96,AeroSwift 96,1998-09-18,490,Holiday Special 2026,Valid for flights over 1434 miles,795,Double Points Coupon,Expiry: 61 days after redemption,20376,2026-01-27,8523,17139
44,Global Jet 44,1991-05-25,420,First Class Access 2026,Valid for flights over 3191 miles,789,Double Points Coupon,Expiry: 35 days after redemption,20377,2026-02-04,5463,8478
72,Horizon Airways 72,1993-02-24,455,Holiday Special 2026,Valid for flights over 959 miles,704,Extra Baggage Coupon,Expiry: 35 days after redemption,20378,2026-01-27,8881,6713
53,Horizon Airways 53,2013-05-06,490,Holiday Special 2026,Valid for flights over 1434 miles,795,Double Points Coupon,Expiry: 61 days after redemption,20379,2026-02-26,9893,12220
46,SkyBound 46,1993-11-20,498,Holiday Special 2026,Valid for flights over 1676 miles,720,Free Meal Coupon,Expiry: 64 days after redemption,20380,2026-01-10,9182,16769
45,AeroSwift 45,2012-04-05,459,Holiday Special 2026,Valid for flights over 2619 miles,738,Priority Boarding Coupon,Expiry: 36 days after redemption,20381,2026-02-03,9175,23905
48,Oceanic Air 48,1996-07-04,410,Holiday Special 2026,Valid for flights over 1502 miles,719,Extra Baggage Coupon,Expiry: 34 days after redemption,20382,2026-01-16,8739,5891
77,Horizon Airways 77,1984-10-12,402,First Class Access 2026,Valid for flights over 3665 miles,763,Extra Baggage Coupon,Expiry: 44 days after redemption,20383,2026-01-07,8644,15645
57,Oceanic Air 57,1986-12-05,451,Business Class Upgrade 2026,Valid for flights over 4818 miles,776,Double Points Coupon,Expiry: 76 days after redemption,20384,2026-02-23,7236,15931
91,Global Jet 91,1979-09-29,496,Black Friday Fly 2026,Valid for flights over 4842 miles,716,Lounge Access Coupon,Expiry: 83 days after redemption,20385,2026-01-26,6482,11937
60,Horizon Airways 60,1984-08-20,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,737,Extra Baggage Coupon,Expiry: 70 days after redemption,20386,2026-02-11,7054,13077
58,AeroSwift 58,1978-11-08,459,Holiday Special 2026,Valid for flights over 2619 miles,718,Extra Baggage Coupon,Expiry: 70 days after redemption,20387,2026-01-28,9203,14572
5,Global Jet 5,1987-06-05,492,Black Friday Fly 2026,Valid for flights over 3942 miles,714,Free Meal Coupon,Expiry: 69 days after redemption,20388,2026-02-13,9028,23186
24,Global Jet 24,1991-07-29,440,Business Class Upgrade 2026,Valid for flights over 2773 miles,760,Priority Boarding Coupon,Expiry: 45 days after redemption,20389,2026-02-03,5142,10475
99,Global Jet 99,2001-05-11,466,Summer Miles 2026,Valid for flights over 3976 miles,735,Double Points Coupon,Expiry: 46 days after redemption,20390,2026-02-18,8567,14643
61,AeroSwift 61,1999-11-28,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,737,Extra Baggage Coupon,Expiry: 70 days after redemption,20391,2026-02-15,8651,20875
18,Global Jet 18,2011-11-25,453,First Class Access 2026,Valid for flights over 1710 miles,762,Extra Baggage Coupon,Expiry: 44 days after redemption,20392,2026-02-19,6076,22325
15,Horizon Airways 15,1996-08-02,413,First Class Access 2026,Valid for flights over 2220 miles,713,Extra Baggage Coupon,Expiry: 49 days after redemption,20393,2026-02-19,6849,9348
30,Horizon Airways 30,2013-08-25,461,Business Class Upgrade 2026,Valid for flights over 4004 miles,774,Lounge Access Coupon,Expiry: 41 days after redemption,20394,2026-01-31,7336,8868
33,AeroSwift 33,2018-08-26,479,Holiday Special 2026,Valid for flights over 565 miles,785,Free Meal Coupon,Expiry: 51 days after redemption,20395,2026-02-27,9475,6192
83,Global Jet 83,2001-11-03,482,First Class Access 2026,Valid for flights over 4221 miles,724,Double Points Coupon,Expiry: 59 days after redemption,20396,2026-02-01,8047,15425
85,Global Jet 85,1992-05-03,492,Black Friday Fly 2026,Valid for flights over 3942 miles,729,Double Points Coupon,Expiry: 70 days after redemption,20397,2026-02-25,8199,12900
78,Oceanic Air 78,1980-05-03,433,Holiday Special 2026,Valid for flights over 4949 miles,730,Lounge Access Coupon,Expiry: 89 days after redemption,20398,2026-02-27,5136,11290
5,Global Jet 5,1987-06-05,491,Black Friday Fly 2026,Valid for flights over 3180 miles,794,Lounge Access Coupon,Expiry: 49 days after redemption,20399,2026-01-12,9189,5324
70,SkyBound 70,1970-09-14,426,Holiday Special 2026,Valid for flights over 2084 miles,725,Priority Boarding Coupon,Expiry: 52 days after redemption,20400,2026-01-10,5517,12919
48,Oceanic Air 48,1996-07-04,419,Business Class Upgrade 2026,Valid for flights over 2580 miles,792,Lounge Access Coupon,Expiry: 86 days after redemption,20401,2026-02-18,7750,22543
4,SkyBound 4,1983-04-06,448,First Class Access 2026,Valid for flights over 995 miles,740,Free Meal Coupon,Expiry: 71 days after redemption,20402,2026-01-19,8643,24163
90,Global Jet 90,2013-12-21,431,Holiday Special 2026,Valid for flights over 4118 miles,736,Free Meal Coupon,Expiry: 78 days after redemption,20403,2026-01-31,5327,23765
41,AeroSwift 41,1972-10-03,438,Holiday Special 2026,Valid for flights over 2786 miles,732,Lounge Access Coupon,Expiry: 64 days after redemption,20404,2026-02-12,8761,9367
72,Horizon Airways 72,1993-02-24,459,Holiday Special 2026,Valid for flights over 2619 miles,711,Extra Baggage Coupon,Expiry: 84 days after redemption,20405,2026-02-24,9514,2114
73,Horizon Airways 73,1989-01-26,496,Black Friday Fly 2026,Valid for flights over 4842 miles,772,Extra Baggage Coupon,Expiry: 40 days after redemption,20406,2026-02-27,7944,4194
73,Horizon Airways 73,1989-01-26,479,Holiday Special 2026,Valid for flights over 565 miles,785,Free Meal Coupon,Expiry: 51 days after redemption,20407,2026-02-14,7082,22969
55,Horizon Airways 55,1970-06-13,459,Holiday Special 2026,Valid for flights over 2619 miles,711,Extra Baggage Coupon,Expiry: 84 days after redemption,20408,2026-01-22,6061,7264
80,Global Jet 80,1981-07-11,449,Black Friday Fly 2026,Valid for flights over 2932 miles,756,Priority Boarding Coupon,Expiry: 55 days after redemption,20409,2026-02-17,5395,13134
76,Horizon Airways 76,1971-09-13,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,723,Priority Boarding Coupon,Expiry: 54 days after redemption,20410,2026-01-21,6370,24021
89,Oceanic Air 89,1981-03-21,477,First Class Access 2026,Valid for flights over 4678 miles,767,Double Points Coupon,Expiry: 82 days after redemption,20411,2026-02-13,9403,18544
92,Horizon Airways 92,1985-07-15,496,Black Friday Fly 2026,Valid for flights over 4842 miles,716,Lounge Access Coupon,Expiry: 83 days after redemption,20412,2026-02-06,8051,3416
8,SkyBound 8,2009-04-22,452,Summer Miles 2026,Valid for flights over 666 miles,782,Double Points Coupon,Expiry: 47 days after redemption,20413,2026-01-10,7887,16078
31,Horizon Airways 31,2000-07-31,422,Summer Miles 2026,Valid for flights over 4211 miles,791,Lounge Access Coupon,Expiry: 31 days after redemption,20414,2026-01-22,9509,12954
60,Horizon Airways 60,1984-08-20,448,First Class Access 2026,Valid for flights over 995 miles,781,Priority Boarding Coupon,Expiry: 62 days after redemption,20415,2026-02-02,9193,19637
82,Oceanic Air 82,1987-08-30,410,Holiday Special 2026,Valid for flights over 1502 miles,719,Extra Baggage Coupon,Expiry: 34 days after redemption,20416,2026-01-03,6338,16227
83,Global Jet 83,2001-11-03,482,First Class Access 2026,Valid for flights over 4221 miles,724,Double Points Coupon,Expiry: 59 days after redemption,20417,2026-01-24,9083,2246
28,SkyBound 28,2008-10-29,420,First Class Access 2026,Valid for flights over 3191 miles,789,Double Points Coupon,Expiry: 35 days after redemption,20418,2026-01-25,7004,22104
44,Global Jet 44,1991-05-25,470,First Class Access 2026,Valid for flights over 3235 miles,786,Priority Boarding Coupon,Expiry: 89 days after redemption,20419,2026-02-14,8630,20759
32,Global Jet 32,2005-05-23,444,First Class Access 2026,Valid for flights over 2340 miles,770,Lounge Access Coupon,Expiry: 78 days after redemption,20420,2026-02-13,8876,4728
96,AeroSwift 96,1998-09-18,473,Summer Miles 2026,Valid for flights over 2092 miles,788,Lounge Access Coupon,Expiry: 52 days after redemption,20421,2026-02-17,5735,6657
61,AeroSwift 61,1999-11-28,491,Black Friday Fly 2026,Valid for flights over 3180 miles,794,Lounge Access Coupon,Expiry: 49 days after redemption,20422,2026-01-02,7487,6152
1,SkyBound 1,1974-11-29,487,Black Friday Fly 2026,Valid for flights over 4790 miles,758,Double Points Coupon,Expiry: 55 days after redemption,20423,2026-02-13,9260,2268
93,SkyBound 93,2019-01-20,465,Black Friday Fly 2026,Valid for flights over 3040 miles,733,Double Points Coupon,Expiry: 40 days after redemption,20424,2026-01-02,9159,7952
78,Oceanic Air 78,1980-05-03,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,773,Priority Boarding Coupon,Expiry: 82 days after redemption,20425,2026-02-12,9484,14232
27,AeroSwift 27,1998-10-23,475,Business Class Upgrade 2026,Valid for flights over 3026 miles,708,Double Points Coupon,Expiry: 85 days after redemption,20426,2026-02-10,6598,7996
43,Horizon Airways 43,1971-03-11,411,Black Friday Fly 2026,Valid for flights over 1386 miles,769,Priority Boarding Coupon,Expiry: 65 days after redemption,20427,2026-01-07,9451,5635
86,AeroSwift 86,1999-08-09,414,Black Friday Fly 2026,Valid for flights over 901 miles,722,Free Meal Coupon,Expiry: 88 days after redemption,20428,2026-01-26,5556,15679
93,SkyBound 93,2019-01-20,486,Business Class Upgrade 2026,Valid for flights over 3475 miles,737,Extra Baggage Coupon,Expiry: 70 days after redemption,20429,2026-01-27,6228,14904
9,AeroSwift 9,1970-05-09,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,707,Free Meal Coupon,Expiry: 55 days after redemption,20430,2026-01-18,7785,23070
40,SkyBound 40,1979-05-19,424,First Class Access 2026,Valid for flights over 1467 miles,779,Lounge Access Coupon,Expiry: 31 days after redemption,20431,2026-01-29,8631,17236
57,Oceanic Air 57,1986-12-05,430,Black Friday Fly 2026,Valid for flights over 2573 miles,793,Free Meal Coupon,Expiry: 44 days after redemption,20432,2026-01-01,7220,24308
12,Global Jet 12,2014-02-22,470,First Class Access 2026,Valid for flights over 3235 miles,743,Double Points Coupon,Expiry: 66 days after redemption,20433,2026-01-29,8194,7267
28,SkyBound 28,2008-10-29,456,Black Friday Fly 2026,Valid for flights over 3648 miles,744,Double Points Coupon,Expiry: 84 days after redemption,20434,2026-01-18,7047,1809
34,AeroSwift 34,1977-09-29,404,Black Friday Fly 2026,Valid for flights over 921 miles,747,Priority Boarding Coupon,Expiry: 71 days after redemption,20435,2026-01-31,9017,9562
11,Global Jet 11,1993-07-11,406,Black Friday Fly 2026,Valid for flights over 2589 miles,702,Extra Baggage Coupon,Expiry: 71 days after redemption,20436,2026-02-05,5344,18945
87,Horizon Airways 87,1998-02-24,459,Holiday Special 2026,Valid for flights over 2619 miles,738,Priority Boarding Coupon,Expiry: 36 days after redemption,20437,2026-01-21,5956,7944
35,SkyBound 35,2003-05-26,491,Black Friday Fly 2026,Valid for flights over 3180 miles,794,Lounge Access Coupon,Expiry: 49 days after redemption,20438,2026-01-11,5214,17965
16,SkyBound 16,1975-12-03,487,Black Friday Fly 2026,Valid for flights over 4790 miles,780,Lounge Access Coupon,Expiry: 56 days after redemption,20439,2026-01-29,8619,22570
68,Oceanic Air 68,2011-06-25,413,First Class Access 2026,Valid for flights over 2220 miles,713,Extra Baggage Coupon,Expiry: 49 days after redemption,20440,2026-01-05,7569,5550
1,SkyBound 1,1974-11-29,466,Summer Miles 2026,Valid for flights over 3976 miles,735,Double Points Coupon,Expiry: 46 days after redemption,20441,2026-02-16,6371,5702
57,Oceanic Air 57,1986-12-05,492,Black Friday Fly 2026,Valid for flights over 3942 miles,726,Priority Boarding Coupon,Expiry: 79 days after redemption,20442,2026-02-28,7998,5617
58,AeroSwift 58,1978-11-08,475,Business Class Upgrade 2026,Valid for flights over 3026 miles,708,Double Points Coupon,Expiry: 85 days after redemption,20443,2026-02-01,5528,6335
58,AeroSwift 58,1978-11-08,455,Holiday Special 2026,Valid for flights over 959 miles,704,Extra Baggage Coupon,Expiry: 35 days after redemption,20444,2026-02-04,7050,7200
7,SkyBound 7,1984-12-06,459,Holiday Special 2026,Valid for flights over 2619 miles,701,Extra Baggage Coupon,Expiry: 53 days after redemption,20445,2026-02-22,5274,24559
36,Global Jet 36,1996-04-19,470,First Class Access 2026,Valid for flights over 3235 miles,743,Double Points Coupon,Expiry: 66 days after redemption,20446,2026-01-30,6191,10665
77,Horizon Airways 77,1984-10-12,452,Summer Miles 2026,Valid for flights over 666 miles,782,Double Points Coupon,Expiry: 47 days after redemption,20447,2026-02-18,6284,7739
1,SkyBound 1,1974-11-29,406,Black Friday Fly 2026,Valid for flights over 2589 miles,702,Extra Baggage Coupon,Expiry: 71 days after redemption,20448,2026-02-22,6568,9434
53,Horizon Airways 53,2013-05-06,402,First Class Access 2026,Valid for flights over 3665 miles,763,Extra Baggage Coupon,Expiry: 44 days after redemption,20449,2026-01-12,5391,8367
76,Horizon Airways 76,1971-09-13,414,Black Friday Fly 2026,Valid for flights over 901 miles,722,Free Meal Coupon,Expiry: 88 days after redemption,20450,2026-02-13,7165,2286
88,SkyBound 88,2001-01-22,485,Summer Miles 2026,Valid for flights over 3643 miles,728,Lounge Access Coupon,Expiry: 62 days after redemption,20451,2026-01-09,6020,10538
60,Horizon Airways 60,1984-08-20,444,First Class Access 2026,Valid for flights over 2340 miles,770,Lounge Access Coupon,Expiry: 78 days after redemption,20452,2026-02-26,6692,4246
49,Oceanic Air 49,2001-08-21,496,Black Friday Fly 2026,Valid for flights over 4842 miles,716,Lounge Access Coupon,Expiry: 83 days after redemption,20453,2026-01-13,7062,10788
28,SkyBound 28,2008-10-29,420,First Class Access 2026,Valid for flights over 3191 miles,789,Double Points Coupon,Expiry: 35 days after redemption,20454,2026-01-03,7949,8078
7,SkyBound 7,1984-12-06,469,Summer Miles 2026,Valid for flights over 2081 miles,749,Extra Baggage Coupon,Expiry: 53 days after redemption,20455,2026-02-24,9092,8640
8,SkyBound 8,2009-04-22,478,Summer Miles 2026,Valid for flights over 2873 miles,787,Priority Boarding Coupon,Expiry: 69 days after redemption,20456,2026-01-11,8937,4987
65,Horizon Airways 65,1992-07-02,482,First Class Access 2026,Valid for flights over 4221 miles,752,Free Meal Coupon,Expiry: 31 days after redemption,20457,2026-03-01,5022,21803
38,Oceanic Air 38,2017-05-27,454,Black Friday Fly 2026,Valid for flights over 2303 miles,741,Priority Boarding Coupon,Expiry: 44 days after redemption,20458,2026-01-11,9421,8181
66,Oceanic Air 66,1970-08-24,478,Summer Miles 2026,Valid for flights over 2873 miles,787,Priority Boarding Coupon,Expiry: 69 days after redemption,20459,2026-02-17,6095,24893
96,AeroSwift 96,1998-09-18,463,Business Class Upgrade 2026,Valid for flights over 4606 miles,723,Priority Boarding Coupon,Expiry: 54 days after redemption,20460,2026-02-07,7981,23659
15,Horizon Airways 15,1996-08-02,465,Black Friday Fly 2026,Valid for flights over 3040 miles,733,Double Points Coupon,Expiry: 40 days after redemption,20461,2026-02-28,9554,18429
18,Global Jet 18,2011-11-25,465,Black Friday Fly 2026,Valid for flights over 3040 miles,733,Double Points Coupon,Expiry: 40 days after redemption,20462,2026-02-12,6389,22314
27,AeroSwift 27,1998-10-23,441,Business Class Upgrade 2026,Valid for flights over 4970 miles,753,Extra Baggage Coupon,Expiry: 53 days after redemption,20463,2026-02-16,9936,21899
32,Global Jet 32,2005-05-23,496,Black Friday Fly 2026,Valid for flights over 4842 miles,716,Lounge Access Coupon,Expiry: 83 days after redemption,20464,2026-02-10,8667,4493
69,Oceanic Air 69,1992-04-13,402,First Class Access 2026,Valid for flights over 3665 miles,763,Extra Baggage Coupon,Expiry: 44 days after redemption,20465,2026-02-13,5256,1958
95,Horizon Airways 95,1978-05-20,441,Business Class Upgrade 2026,Valid for flights over 4970 miles,753,Extra Baggage Coupon,Expiry: 53 days after redemption,20466,2026-01-18,8663,10537
8,SkyBound 8,2009-04-22,477,First Class Access 2026,Valid for flights over 4678 miles,767,Double Points Coupon,Expiry: 82 days after redemption,20467,2026-02-22,7514,22214
4,SkyBound 4,1983-04-06,418,Business Class Upgrade 2026,Valid for flights over 3799 miles,775,Extra Baggage Coupon,Expiry: 57 days after redemption,20468,2026-02-15,9931,2513
34,AeroSwift 34,1977-09-29,424,First Class Access 2026,Valid for flights over 1467 miles,779,Lounge Access Coupon,Expiry: 31 days after redemption,20469,2026-01-18,5741,22541
88,SkyBound 88,2001-01-22,496,Black Friday Fly 2026,Valid for flights over 4842 miles,716,Lounge Access Coupon,Expiry: 83 days after redemption,20470,2026-02-24,5645,15504
61,AeroSwift 61,1999-11-28,460,Business Class Upgrade 2026,Valid for flights over 1567 miles,766,Priority Boarding Coupon,Expiry: 43 days after redemption,20471,2026-02-06,9369,11471
68,Oceanic Air 68,2011-06-25,404,Black Friday Fly 2026,Valid for flights over 921 miles,747,Priority Boarding Coupon,Expiry: 71 days after redemption,20472,2026-01-28,7448,10920
80,Global Jet 80,1981-07-11,476,Holiday Special 2026,Valid for flights over 1909 miles,784,Lounge Access Coupon,Expiry: 63 days after redemption,20473,2026-01-13,6660,10096
5,Global Jet 5,1987-06-05,481,Business Class Upgrade 2026,Valid for flights over 4930 miles,768,Lounge Access Coupon,Expiry: 89 days after redemption,20474,2026-01-19,9083,17267
26,Oceanic Air 26,2010-08-03,402,First Class Access 2026,Valid for flights over 3665 miles,763,Extra Baggage Coupon,Expiry: 44 days after redemption,20475,2026-02-01,7137,16277
56,Global Jet 56,1980-04-16,455,Holiday Special 2026,Valid for flights over 959 miles,704,Extra Baggage Coupon,Expiry: 35 days after redemption,20476,2026-02-02,7239,12255
92,Horizon Airways 92,1985-07-15,492,Black Friday Fly 2026,Valid for flights over 3942 miles,726,Priority Boarding Coupon,Expiry: 79 days after redemption,20477,2026-02-16,5374,24367
79,SkyBound 79,1989-04-02,489,Summer Miles 2026,Valid for flights over 3180 miles,757,Double Points Coupon,Expiry: 51 days after redemption,20478,2026-02-14,9097,13154
81,SkyBound 81,1994-02-27,414,Black Friday Fly 2026,Valid for flights over 901 miles,722,Free Meal Coupon,Expiry: 88 days after redemption,20479,2026-01-31,9650,21943
61,AeroSwift 61,1999-11-28,496,Black Friday Fly 2026,Valid for flights over 4842 miles,716,Lounge Access Coupon,Expiry: 83 days after redemption,20480,2026-02-13,8904,19437
1,SkyBound 1,1974-11-29,435,Summer Miles 2026,Valid for flights over 3849 miles,771,Priority Boarding Coupon,Expiry: 84 days after redemption,20481,2026-02-17,9705,17851
18,Global Jet 18,2011-11-25,436,Holiday Special 2026,Valid for flights over 1518 miles,800,Free Meal Coupon,Expiry: 50 days after redemption,20482,2026-02-08,7359,6341
99,Global Jet 99,2001-05-11,475,Business Class Upgrade 2026,Valid for flights over 3026 miles,708,Double Points Coupon,Expiry: 85 days after redemption,20483,2026-03-02,9998,20119
68,Oceanic Air 68,2011-06-25,498,Holiday Special 2026,Valid for flights over 1676 miles,720,Free Meal Coupon,Expiry: 64 days after redemption,20484,2026-01-13,9994,14028
45,AeroSwift 45,2012-04-05,454,Black Friday Fly 2026,Valid for flights over 2303 miles,741,Priority Boarding Coupon,Expiry: 44 days after redemption,20485,2026-01-27,9463,3038
81,SkyBound 81,1994-02-27,492,Black Friday Fly 2026,Valid for flights over 3942 miles,726,Priority Boarding Coupon,Expiry: 79 days after redemption,20486,2026-02-03,7139,18605
39,AeroSwift 39,1978-08-11,475,Business Class Upgrade 2026,Valid for flights over 3026 miles,708,Double Points Coupon,Expiry: 85 days after redemption,20487,2026-02-18,5920,19614
